Date,Close,Volume,SMA Ratio,RSI,Bandwidth,Pct Change
2005-05-31,0.03374820508408618,0.08226522970933221,0.8087926480080627,0.6142027356626665,0.0763750777262441,0.35485008742932245
2005-06-01,0.03338890251433588,0.051949820380333196,0.803936782626526,0.6808614723867968,0.06603535272568119,0.3804853286855856
2005-06-02,0.035094927576897555,0.06691028589773108,0.7945041401556988,0.6723122678968246,0.05872395462737995,0.40335887525059777
2005-06-03,0.030156488094234678,0.05541594765157498,0.7760576270757513,0.5183891194058501,0.05744409670783531,0.3299919097988185
2005-06-06,0.02782166016483048,0.04184853518985712,0.757639369789684,0.5162795036043619,0.06177001463947868,0.35838886590222235
2005-06-07,0.029079110099985577,0.04049014340688951,0.7412103665363625,0.516295059903808,0.06595577186954323,0.3985865273524897
2005-06-08,0.027193418172695754,0.04879234348991151,0.7230340747319345,0.3984966905432167,0.07164881348419078,0.3633470444791091
2005-06-09,0.0249487664324215,0.05955384339871935,0.705295685392075,0.27684145584835673,0.08311920722584745,0.3592074347543352
2005-06-10,0.027642367216574197,0.05180292260550438,0.6897103697701471,0.37598052724884506,0.08617406036255211,0.41494051103997825
2005-06-13,0.026919399718235242,0.048848461740969705,0.6723523995299432,0.37588731263083325,0.08982837622738622,0.3763369225314515
2005-06-14,0.028184514941063443,0.05484156084662634,0.659795046782181,0.4149776002988383,0.0924395053347758,0.39870518182541187
2005-06-15,0.02737124661477059,0.05459893193763942,0.6477814473329444,0.4203867305224484,0.09677889830351341,0.3753346564466808
2005-06-16,0.02863636183759879,0.038666300247497995,0.6346014543130601,0.3761678337683943,0.09610787057319649,0.3986888619832409
2005-06-17,0.031076104497065365,0.09471687929706939,0.6308141764014387,0.4482330567475103,0.08653911755751516,0.4118107180300833
2005-06-20,0.02981123855188507,0.02363981325826692,0.6286146873755979,0.47957889846659396,0.08016976923586308,0.37036965933253485
2005-06-21,0.02773276152364606,0.039486617035025214,0.6223351786712432,0.4422229946189146,0.07572735454994312,0.3612313169188023
2005-06-22,0.0254735582006753,0.061669831570972666,0.6171814925333269,0.44061628898009647,0.07152539501171838,0.3590784479850964
2005-06-23,0.022220360256679946,0.05285926615483521,0.6110917511529159,0.47250051179564206,0.07513511045916181,0.34770004223110124
2005-06-24,0.014358299040259244,0.10308179977833291,0.5939543713429571,0.37837832927674087,0.10392083631586334,0.294876610675128
2005-06-27,0.01553305111572157,0.05090998219896066,0.5771518205091223,0.3753410892781316,0.11620055843267846,0.3981234660419381
2005-06-28,0.020413034989950528,0.05923363926032844,0.562905356180596,0.4506096589081304,0.11608529132567763,0.44103924027050295
2005-06-29,0.018876643366788782,0.038826402316693445,0.5512808041361856,0.4623775876298591,0.11704148096241507,0.3668734218262948
2005-06-30,0.010291957408794995,0.14467202595964274,0.5285782335798814,0.3700994434570005,0.1356699695520677,0.2857949379860688
2005-07-01,0.014448755666743082,0.10141145654095353,0.5071941606010222,0.38498929819185723,0.14413270143454632,0.43332425562845156
2005-07-05,0.016165780105518605,0.07018825197424833,0.4893715077130402,0.3946147997097435,0.14912560906639544,0.40442509737899085
2005-07-06,0.012099282675524415,0.06090068142411616,0.47127226024523844,0.35835841082955605,0.15899652051424853,0.3373933467399725
2005-07-07,0.010382351715866855,0.08242203070493602,0.45483060995600405,0.4112525097932922,0.17198260504977855,0.364375597862368
2005-07-08,0.01914776396859239,0.08091013899995626,0.4506862296226333,0.533220782293964,0.17140894622755576,0.48747319751318363
2005-07-11,0.01950918539834989,0.05990705827302684,0.4562230316615606,0.4517247833523381,0.16714461507220477,0.38861268776767854
2005-07-12,0.01996115693370919,0.08167433753642528,0.46236691758119186,0.3861255570087085,0.16301662368145162,0.3896478260961976
2005-07-13,0.020955089235321807,0.033906152128325935,0.4638069272714773,0.3337518161717754,0.15603450427860158,0.3958532505731682
2005-07-14,0.023214479516528493,0.07650980790227502,0.4697532786486525,0.3097989103073427,0.1508480176986419,0.41029048257798406
2005-07-15,0.022310754563751808,0.05671161903630108,0.4856668754118251,0.4217918187984789,0.14191022142186405,0.37419031403200514
2005-07-18,0.020955089235321807,0.03383848011969693,0.49564787852045894,0.479914881034817,0.12371796704893935,0.3690179852703212
2005-07-19,0.024569770928486636,0.0621484872417632,0.5071768994391325,0.4614326521302238,0.11079810657812993,0.42578385509742006
2005-07-20,0.024569770928486636,0.08228338561408634,0.5245085345938375,0.4910645386131709,0.10328606674051377,0.3844616645210966
2005-07-21,0.03017272230105455,0.19037538983615945,0.5487168563052842,0.701561105758549,0.11668117907901727,0.4479219918247382
2005-07-22,0.03089553400086356,0.09367869165249268,0.5629971568354776,0.6611860801725085,0.1349037988325771,0.39253290322813333
2005-07-25,0.027461765560666405,0.06103272436778251,0.5732514413218749,0.6204307468448474,0.13864980362869403,0.3461883257951659
2005-07-26,0.027823093511305942,0.07000999400029875,0.5831773938185695,0.6689895480461445,0.1424953328541021,0.3885241438265066
2005-07-27,0.030714589588189897,0.06715951695390134,0.5950487496923699,0.6853190253914827,0.15416135844575163,0.4169415558047198
2005-07-28,0.03414857614632897,0.07672272714893702,0.607822947848943,0.6129052839801274,0.17119724463174146,0.4227548488896216
2005-07-29,0.028455479744337105,0.05738173697540783,0.6172813069658113,0.486119314421218,0.15793198959939292,0.3215200918496834
2005-08-01,0.029449505525067688,0.05819050000536424,0.6301099203714762,0.49494513995147227,0.15280803025077092,0.39560960231566306
2005-08-02,0.03315461268501037,0.04792416113530523,0.6417015847034582,0.5358311166639269,0.15479601654969502,0.42591002414260315
2005-08-03,0.03667905586963328,0.08107354214274337,0.6565636515682327,0.5532359458681794,0.1499231819832179,0.42352389378480726
2005-08-04,0.03387754902364333,0.0570268715643045,0.6619388758831964,0.5017205766064845,0.12373443787531954,0.3536830051014814
2005-08-05,0.031166716922079143,0.046227409309192585,0.6635146300809288,0.4691413107236209,0.1164223537190613,0.354471061298185
2005-08-08,0.027642554174810124,0.03567717811025091,0.6658344581653058,0.44478249073794185,0.1060454830884693,0.3452075303729318
2005-08-09,0.03152807603242466,0.04330100757018701,0.6715999301840524,0.4009199563983668,0.09660411901057743,0.4281273171332618
2005-08-10,0.02972084424481321,0.04188814807295703,0.6713844579180761,0.38543930984539193,0.08612242103892478,0.3643499394608098
2005-08-11,0.0316185326589085,0.04377966324097755,0.6687222747227909,0.4046627521073315,0.08060837679731252,0.40567623936851355
2005-08-12,0.02682919236939931,0.041459008506041374,0.6687857147358729,0.3830749368907495,0.07179475486277953,0.3311757289376745
2005-08-15,0.02646745934258193,0.023029114643810033,0.6660449676365062,0.4671482801637726,0.05711185453027396,0.38038809815777064
2005-08-16,0.024298712646095007,0.049406343177960055,0.6560515482733401,0.4802158210728079,0.05781076937760021,0.3600164102187361
2005-08-17,0.024389169272578844,0.06765302745585433,0.642127752770168,0.40919577217810604,0.05826881057807678,0.38548690699087446
2005-08-18,0.02637722083404001,0.08375896550955785,0.6331206698279185,0.44808104784159236,0.06087939176888156,0.40698918835111
2005-08-19,0.03414857614632897,0.1656949131281221,0.6345048836765579,0.5656389210556066,0.064935820127377,0.4720773999771482
2005-08-22,0.033064249537644495,0.079257951667331,0.6398160413949133,0.583091614546174,0.06566245639424675,0.3724735973567708
2005-08-23,0.03234143783783548,0.0492181819832355,0.6394715735896979,0.6027111110661181,0.06539119509013991,0.37644876363483437
2005-08-24,0.029088146414722165,0.06427933024517898,0.6384718774585085,0.5954095860436666,0.0656683715346657,0.348331249146248
2005-08-25,0.028907264321460478,0.039031068879376296,0.6347665410606016,0.6381433452043499,0.06239879764374211,0.3824363233284612
2005-08-26,0.026738548784679544,0.0579693280747231,0.6351246350226363,0.6630295220072014,0.06419951248715627,0.3601674091574446
2005-08-29,0.03062431991994199,0.028264617360180964,0.640335203971385,0.6630345102679875,0.06425393863234936,0.4282303821886809
2005-08-30,0.025111980972387857,0.08370119672170381,0.6424966387585179,0.598312203153305,0.06646544109249417,0.32297833298278994
2005-08-31,0.03062431991994199,0.10348948236690278,0.6494292157050676,0.6648592169134118,0.05462413585610834,0.4468093585517091
2005-09-01,0.029540024470963502,0.057456011131220154,0.6522998254837075,0.7261702614134898,0.04897545436895079,0.3723676882236845
2005-09-02,0.02972084424481321,0.04548301721427351,0.645010949467631,0.6439195950621299,0.04786968851905715,0.3864840006681079
2005-09-06,0.03532351518002723,0.05988890236827272,0.6425908028115209,0.6782677838100327,0.05688748426641105,0.4470948560491225
2005-09-07,0.03649836073460752,0.07698186142588223,0.6424973597332551,0.6912797201943031,0.06712021644129192,0.39741255503086814
2005-09-08,0.03315461268501037,0.12282221985645282,0.6443236024204709,0.6895773103303362,0.06967517505801397,0.3477092389933932
2005-09-09,0.031076104497065365,0.10682686776806986,0.6439627369786366,0.6262520221602311,0.06931320004708232,0.36142507147336533
