Date,Close,MACD,MACD Percentage,Volume Oscillator,CV,RSI,Pct Change
2005-02-01,11.308796882629395,0.022569734939603237,0.019975155440901254,0.01072981649038263,0.006938255266330572,0.08541870347519787,-0.0016868760086781176
2005-02-02,11.445311546325684,0.05786931478969848,0.05109637317035681,0.025400875062719135,0.00786533970310573,0.16177201437767996,0.012071546170042025
2005-02-03,11.396166801452637,0.05141224092425034,0.045343601560649455,-0.036160852511102966,0.008170083853559154,0.17904585549486507,-0.004293875677750636
2005-02-04,11.595476150512695,0.10751348168710884,0.09443337874786265,0.04314365159442377,0.009822134861591475,0.45455611336071944,0.017489156883405244
2005-02-07,11.600935935974121,0.12242724085626833,0.10716337561687493,-0.04422518988177961,0.010094932799968231,0.4487710621501213,0.00047085478772546097
2005-02-08,11.644615173339844,0.13129651414581112,0.11452539254896298,-0.08241183097937149,0.010948187043411672,0.4243575110800619,0.00376514770935632
2005-02-09,11.674653053283691,0.1325463137331404,0.11523131643504546,-0.005299678169739506,0.012406056785405671,0.34454617702937407,0.0025795511055288767
2005-02-10,11.603659629821777,0.09841911394160796,0.08542585359250426,-0.0717209541435079,0.012658445418513126,0.3217326859730678,-0.006080987857874365
2005-02-11,11.674653053283691,0.09809961113371557,0.0849425549484574,-0.08026543210750102,0.012421198637786486,0.3988170764261405,0.00611819251225354
2005-02-14,11.701953887939453,0.09773738818152822,0.08442553134423227,-0.15380862735328762,0.011577087046715073,0.22474897260429838,0.0023384707477951405
2005-02-15,11.644615173339844,0.0704598524937996,0.060798407623094866,-0.09072639320217583,0.00866982805995599,0.10694587219392226,-0.004899926554889689
2005-02-16,11.822089195251465,0.10936442645762767,0.09402469578595943,0.35511989140165146,0.009218513732683287,0.1447196853805699,0.015240866208953374
2005-02-17,11.740179061889648,0.08927539824065,0.07662318514428454,0.2541647659993486,0.006068001123905142,0.06095714297449839,-0.006928566686395632
2005-02-18,11.729255676269531,0.06946559143269937,0.05954833683434343,0.13265664610604355,0.005792705865780571,0.03378026957831404,-0.0009304275141404084
2005-02-22,11.682843208312988,0.04027892234939223,0.03451912430103599,0.1529408440856638,0.005234620458402125,0.13273718081472818,-0.003956983225324673
2005-02-23,11.625504493713379,0.006433064683674772,0.005516853506164826,0.06688657987411342,0.005398651396570454,0.17073500212671044,-0.004907941806392646
2005-02-24,11.647350311279297,-0.0010468501071159153,-0.0008979430219893624,-0.029033446676742406,0.005512156275299688,0.157524080234271,0.0018791285640749056
2005-02-25,11.74564266204834,0.027263191823813315,0.023353387810404247,-0.06270600402552852,0.005077421367016295,0.21849262396609315,0.008439031036428624
2005-02-28,11.68557357788086,0.017253210212828662,0.014776314461028962,-0.03381531554859209,0.005038686169089601,0.21635294523669835,-0.005114159003114516
2005-03-01,11.81389331817627,0.05241875235570781,0.04479743261237929,-0.0768338290870613,0.005862847617906854,0.34096827592280876,0.010981039094075884
2005-03-02,11.751096725463867,0.0420585807915117,0.03591575901710452,-0.10753329570435781,0.0055378322111575866,0.333331343087528,-0.005315486691909288
2005-03-03,11.789328575134277,0.046161500883879825,0.039371147663986784,-0.12968584689395488,0.005127009745730348,0.14754699118962922,0.0032534707664828577
2005-03-04,11.9149169921875,0.08360341899461332,0.07109565150789494,-0.06382473787989128,0.00733162596611927,0.26890270390851545,0.010652720063983212
2005-03-07,11.936758995056152,0.09826998468042802,0.08333929312680752,-0.09651678585792428,0.009033538328084302,0.12169167450568019,0.0018331645015214892
2005-03-08,11.854846000671387,0.06927308291306922,0.058690771023898775,-0.07147770204432073,0.009034900377933365,0.04949145977500402,-0.006862247484320627
2005-03-09,11.797513961791992,0.032871148645428505,0.027852058563208205,-0.034784098596307905,0.007821121728125376,0.04950416295617455,-0.0048361690127520784
2005-03-10,11.759291648864746,0.0028295170004124515,0.002399058970507618,-0.06294020419529969,0.006627445165540791,0.15708697403586336,-0.003239861639582231
2005-03-11,11.67409896850586,-0.03682423215041197,-0.03128006624545521,-0.04030382386368608,0.007377049949019478,0.09976350177707705,-0.007244711918265145
2005-03-14,11.635623931884766,-0.061940620077878705,-0.05272639574421535,-0.0350767734688681,0.008075461167299805,0.12820788133337757,-0.003295760702808015
2005-03-15,11.608142852783203,-0.07532852030071346,-0.06426138136307234,-0.0499066898586974,0.009434417553446218,0.05068878913048924,-0.002361805371369652
2005-03-16,11.525701522827148,-0.10018867353237049,-0.08573042152665773,0.02654923626029383,0.011566860149820571,0.026241018855790443,-0.007102025793582323
2005-03-17,11.54218864440918,-0.0960047726662765,-0.08233513144861272,-0.051436715954096504,0.012764147530073412,-0.03602024649121571,0.0014304657768013929
2005-03-18,11.393791198730469,-0.132782839330984,-0.11435166064769031,0.3193849131752507,0.014219751830121032,-0.5698017781761988,-0.012856958957311093
2005-03-21,11.432265281677246,-0.1235154911806653,-0.10667054993791705,0.21002368954352374,0.013164386261613389,-0.43578880383770524,0.0033767586465043298
2005-03-22,11.377299308776855,-0.12598479548014296,-0.10914905023693272,0.1367466289695963,0.012680293663604889,-0.41558044819425566,-0.004807968634920168
2005-03-23,11.316837310791016,-0.13477971064540917,-0.11718514346774314,0.0985867546650924,0.012522506864336497,-0.4180016940572926,-0.005314266272242407
2005-03-24,11.32234001159668,-0.12437407017072388,-0.1084449130169941,0.011192708189548163,0.011462778720021863,-0.5580802184272065,0.00048624016185305763
2005-03-28,11.300350189208984,-0.1158072452661898,-0.10124576781420695,-0.020812918569330298,0.010845263309738907,-0.5095301930351734,-0.0019421623414570544
2005-03-29,11.374547958374023,-0.07816632259216938,-0.0684070209640534,-0.05267153851015115,0.009263886165527545,-0.3241347840619815,0.006565970781674757
2005-03-30,11.528450965881348,-0.006692595237543841,-0.00584753265881333,-0.026222732400721097,0.008070995415059706,-0.12132964149801007,0.013530472425853146
2005-03-31,11.451502799987793,-0.0013284327188216594,-0.0011605768619451008,-0.08187701686832505,0.007413792559490073,-0.11391912054315934,-0.006674631840937195
2005-04-01,11.37180233001709,-0.02437247643194773,-0.021318091808164883,-0.07002492549512393,0.006095330047095026,-0.040381299206860066,-0.006959826265840685
2005-04-04,11.396536827087402,-0.023713838298405676,-0.020753952678904855,-0.1091149169169571,0.0060983119035443656,0.00464668864926443,0.0021750727239624457
2005-04-05,11.50370979309082,0.012811897238988124,0.01119894098874185,-0.1428793246818076,0.006825392905675816,0.10831862143353921,0.009403994180818831
2005-04-06,11.462496757507324,0.013476287069629223,0.011775528744967342,-0.16929064329017085,0.007043998911647714,0.13192044843737993,-0.0035825865155472147
2005-04-07,11.575164794921875,0.04837188689864469,0.0421794883807092,-0.13037228015426683,0.007917001159590351,0.1836754687628177,0.009829275401169513
2005-04-08,11.569668769836426,0.0565011800379942,0.04918889450948988,-0.16781222406324525,0.008030036180901569,0.35432711553411456,-0.0004748118219327635
2005-04-11,11.506460189819336,0.034578508131565044,0.0300939435687585,-0.13675945278697443,0.006577500828558403,0.27881241356533937,-0.005463300745643052
2005-04-12,11.632878303527832,0.06269058688331519,0.054437190177329495,-0.019466794256817143,0.007095474081192556,0.3263960265523087,0.0109867076079877
2005-04-13,11.569668769836426,0.04837971411782682,0.04197490603113965,0.04385148388404429,0.007319270794469383,0.2558086983189276,-0.005433696806768529
2005-04-14,11.56142520904541,0.035504159178637806,0.03078662786209746,0.07432022431670489,0.007274128339661952,0.36134183235144346,-0.0007125148485241928
2005-04-15,11.347071647644043,-0.04119417003134096,-0.035825230097716126,0.09477839673250599,0.007702861488800901,0.1688339002843855,-0.018540409813286862
2005-04-18,11.259132385253906,-0.09680650910216215,-0.08450953159070866,0.12852647786412338,0.010026792847519197,0.25106380046206933,-0.00774995215689811
