Date,Close,MACD,MACD Percentage,Volume Oscillator,CV,RSI,Pct Change
1997-06-19,0.07552099972963333,-0.003004601637027024,-0.37261568315376214,-0.785434668588749,0.1967011122421345,0.13366606962571526,-0.0584356122279881
1997-06-20,0.07630199939012527,-0.0028880399771736426,-0.35959174934708843,-0.7243458340286212,0.18104869621814287,-0.1750304964511108,-0.03618934056993406
1997-06-23,0.07500000298023224,-0.0028676675643777155,-0.35881388784252116,-0.7577190249477319,0.12578850830895327,-0.1641516682851658,-0.046359559543590056
1997-06-24,0.07552099972963333,-0.002777465305803306,-0.3489504043824345,-0.79049530915317,0.12169835610650839,-0.08473249852537623,0.0034679948750775402
1997-06-25,0.07552099972963333,-0.0026751419943184668,-0.33737396312777856,-0.7516454099346235,0.12459790459285323,0.058876786950886606,0.0
1997-06-26,0.07552099972963333,-0.002564488209031851,-0.3245626207047988,-0.6680303789168233,0.09640232200575694,-0.26300978881857884,0.0
1997-06-27,0.07447899878025055,-0.0025316912939115366,-0.32177977363261634,-0.6962958564647508,0.07420212615008097,-0.2630841265711177,-0.023891911410523936
1997-06-30,0.07708299905061722,-0.0022694180050112644,-0.28887838744645833,-0.6309724710512903,0.04651300537880931,0.04344573317881362,0.027773279834855336
1997-07-01,0.07578100264072418,-0.0021419338825308665,-0.2733669143932564,-0.6553385713795844,0.046051887685591514,0.26317441782991513,0.0034427895819926224
1997-07-02,0.07942699640989304,-0.0017267951510523405,-0.22016096068959573,-0.5200897921835202,0.09115537580018909,0.5130227361441475,0.05172066967126021
1997-07-03,0.09557300060987473,-9.38650958948184e-05,-0.01177687173174567,-0.01859826662213181,0.40493149142894813,0.733323923828789,0.2655155645718139
1997-07-07,0.10000000149011612,0.001539716813503067,0.18960535496950345,0.06672736824949915,0.5802382234397757,0.7646986132154447,0.3426603892080371
1997-07-08,0.11510399729013443,0.004006919207323351,0.47862480748404207,0.3520217604509272,0.8374274764467236,0.8470108354721908,0.49324752160395824
1997-07-09,0.11614599823951721,0.005977372221722205,0.6940791915726103,0.26992618149024733,0.9536687402879945,0.8487255393798154,0.5326532269593007
1997-07-10,0.12812499701976776,0.008408645885311414,0.9423460482441899,0.23548570253752113,1.0,0.8189483741817347,0.6131164819397494
1997-07-11,0.11458300054073334,0.009137391676003234,1.0,0.2487627984191777,1.0,0.19432282511169485,0.19890554664550808
1997-07-14,0.10677099972963333,0.008981036983767995,0.9733530363517872,0.07337677341425117,0.9179095743108092,0.01933003503249675,0.06770998138621476
1997-07-15,0.12187500298023224,0.009961066621138381,1.0,0.10731658551376126,0.8314125215976544,0.12121828578038851,0.0588251133714377
1997-07-16,0.1166670024394989,0.01019992664578731,1.0,-0.07567556391402742,0.6548905709663461,0.04226355604777776,0.004485769702605502
1997-07-17,0.11093799769878387,0.009813814587255346,1.0,-0.19293337432420915,0.43207442420699327,0.13690043030263888,-0.1341424368449522
1997-07-18,0.10781300067901611,0.00915017928526446,0.9337752173093395,-0.37042183484859464,0.3497528299528008,0.1473420668742349,-0.05908380675814595
1997-07-21,0.10911499708890915,0.008629824511157486,0.8733294539363201,-0.5066848073721094,0.28820456166539865,0.11401298602537246,0.02195350202968327
1997-07-22,0.10677099972963333,0.007936808024024217,0.7984351629436816,-0.5477255529020024,0.31028126157583247,0.0779055371260684,-0.12393028005134676
1997-07-23,0.11458300054073334,0.007926577985998745,0.7884877190108919,-0.47288284266290104,0.3090151853106243,0.1796253637910208,-0.017862822007844836
1997-07-24,0.11302100121974945,0.007703627691444476,0.7593206254010572,-0.5349318362392979,0.21772790198229683,0.17934417618670073,0.01877628553042121
1997-07-25,0.11145800352096558,0.0073164773286691215,0.7159313566594419,-0.6140799903406233,0.21525647084734417,0.3478245802967377,0.033808565006009594
1997-07-28,0.11614599823951721,0.007303746824513957,0.7075311551670683,-0.5256316726376951,0.20454892770788488,0.3788837668360019,0.06443661584739857
1997-07-29,0.12395799905061722,0.007833718752633848,0.7477481504449291,-0.3075215385571244,0.22520557975852057,0.24811356574097276,0.1609706696060258
1997-07-30,0.12239599972963333,0.008035061841622115,0.7575230342284467,-0.31278457026912226,0.25590702604679566,0.3423177025996449,0.06818637277806783
1997-07-31,0.11979199945926666,0.007893515102405657,0.7371149183048129,-0.384609843158604,0.26337355490449676,0.43516094793141624,0.059909204187212906
1997-08-01,0.12083300203084946,0.007775705012121242,0.719274205147985,-0.2713607086648024,0.2516352774170495,0.40322098697036335,0.08411238505739438
1997-08-04,0.11562500149011612,0.00717933860181573,0.660704166805999,-0.2581048548967499,0.229303850062373,0.3666650267889522,-0.004485705554199915
