,Close,RSI,MACD,MACD Percentage,Volume Oscillator,CV,Scaled RSI,Pct Change
2005-02-07 00:00:00,11.60093879699707,72.4389554510255,0.05898973270510233,,,,,
2005-02-08 00:00:00,11.644623756408691,71.21862251638558,0.07368947068011877,,,,,
2005-02-09 00:00:00,11.674649238586426,67.22717565990797,0.08676178851882455,,,,,
2005-02-10 00:00:00,11.603663444519043,66.08727479273261,0.09035221022162254,,,,,
2005-02-11 00:00:00,11.674649238586426,69.94216836711935,0.09779824828791917,,,,,
2005-02-14 00:00:00,11.70195484161377,61.23919548817999,0.10469575358662375,,,,,
2005-02-15 00:00:00,11.644623756408691,55.34953156976405,0.10433324805116762,,,,,
2005-02-16 00:00:00,11.822091102600098,57.23807256998875,0.11701719015630907,,,,,
2005-02-17 00:00:00,11.740180969238281,53.04897919069762,0.11908708070946439,,,,,
2005-02-18 00:00:00,11.729254722595215,51.68974238251384,0.11848006268460409,,,,,
2005-02-22 00:00:00,11.682843208312988,56.63694519533792,0.11295193559777594,,,,,
2005-02-23 00:00:00,11.625506401062012,58.536148999380515,0.10275970399009182,,,,,
2005-02-24 00:00:00,11.647351264953613,57.876489600308616,0.09534589681314287,,,,,
2005-02-25 00:00:00,11.745640754699707,60.92454364269843,0.09629155251678334,,,,,
2005-02-28 00:00:00,11.68557357788086,60.81795137277303,0.09114342760939209,,,,,
2005-03-01 00:00:00,11.813897132873535,67.04873856223868,0.09630796173994938,,,,,
2005-03-02 00:00:00,11.751094818115234,66.66595349064006,0.09424685127188681,,,,,
2005-03-03 00:00:00,11.789325714111328,57.376976171738065,0.09460774102711866,,,,,
2005-03-04 00:00:00,11.91491413116455,63.44470910070195,0.10383078773957166,,,,,
2005-03-07 00:00:00,11.936760902404785,56.08469650132878,0.11161632702644475,,,,,
2005-03-08 00:00:00,11.854853630065918,52.47515507544258,0.10991021412130486,,,,,
2005-03-09 00:00:00,11.797510147094727,52.47451992324998,0.10274656902560331,,,,,
2005-03-10 00:00:00,11.759292602539062,57.854243589348975,0.09291443248720022,,,,,
2005-03-11 00:00:00,11.67409896850586,54.98840914708692,0.07735626430788578,,,,,
2005-03-14 00:00:00,11.63562297821045,56.41041163610446,0.061215953667387524,,,,,
2005-03-15 00:00:00,11.608147621154785,52.53476952540437,0.04568102706235777,,,,,
2005-03-16 00:00:00,11.525701522827148,51.312448322135516,0.026412310031572517,,,,,
2005-03-17 00:00:00,11.542187690734863,48.19945286345341,0.012329877774659437,,,,,
2005-03-18 00:00:00,11.39378547668457,21.511389878220754,-0.010682231556275568,,,,,
2005-03-21 00:00:00,11.432262420654297,28.211020962590396,-0.02552054126747194,,,,,
2005-03-22 00:00:00,11.377298355102539,29.221287890503206,-0.04123976303658061,,,,,
2005-03-23 00:00:00,11.316842079162598,29.100888432203718,-0.05790814668523403,,,,,
2005-03-24 00:00:00,11.322339057922363,22.09496904914944,-0.06986899429596072,,,,,
2005-03-28 00:00:00,11.300353050231934,24.522607122944308,-0.08019767045293591,,,,,
2005-03-29 00:00:00,11.374551773071289,33.79321678555986,-0.08145701809354833,,,,,
2005-03-30 00:00:00,11.528448104858398,43.93283143245029,-0.06923877091051267,,,,,
2005-03-31 00:00:00,11.451495170593262,44.30335820075993,-0.06501571991463528,,,,,
2005-04-01 00:00:00,11.37179946899414,47.98052423118646,-0.0673236337073746,,,,,
2005-04-04 00:00:00,11.396536827087402,50.23282539467335,-0.06639125687421554,,,,,
2005-04-05 00:00:00,11.5037202835083,55.417021516554925,-0.05635391944857204,,,,,
